seed,previous_pattern,pattern,base_price,Monday AM,Monday PM,Tuesday AM,Tuesday PM,Wednesday AM,Wednesday PM,Thursday AM,Thursday PM,Friday AM,Friday PM,Saturday AM,Saturday PM
72427,1,3,104,67,64,59,56,120,94,157,168,161,77,73,69
78369,0,3,106,87,82,78,75,123,114,172,182,153,84,81,77
38490,2,0,104,122,103,66,61,139,109,145,135,96,63,55,50
72807,0,3,98,74,92,95,156,189,139,83,80,77,72,67,63
10532,0,1,110,98,93,88,153,179,569,214,115,73,86,70,80
32986,2,2,109,94,90,86,81,76,71,67,63,58,54,49,45
16678,1,0,96,106,108,60,51,45,89,72,63,126,130,102,90
76122,0,2,106,94,89,85,81,77,73,69,65,62,57,52,47
94401,1,0,92,97,104,91,89,97,107,58,51,119,65,59,55
97732,1,2,94,82,79,75,72,68,65,61,57,52,48,45,41
37219,3,3,107,67,63,59,56,51,141,129,163,169,165,49,45
68541,1,0,109,112,131,128,132,83,75,146,70,59,55,136,146
55298,1,2,95,84,81,77,73,69,66,61,58,53,49,44,41
24887,0,2,109,96,92,87,83,78,74,71,68,64,60,56,52
15902,3,3,105,85,80,76,71,66,61,58,123,107,147,150,148
50542,3,2,99,87,82,78,75,70,67,63,58,55,51,47,44
96877,1,0,104,145,131,115,100,116,64,55,47,132,107,70,66
90528,3,2,93,81,78,73,69,64,60,57,53,50,47,43,40
55532,2,1,109,97,93,89,85,81,77,73,137,195,292,154,101
5505,0,0,92,121,106,128,62,58,102,111,103,103,64,59,55
26860,2,1,98,86,83,104,166,507,183,118,58,70,58,87,41
90353,1,2,100,86,82,77,73,68,63,59,54,51,46,42,38
84601,2,1,108,97,150,201,477,171,142,65,73,95,77,89,88
59388,1,0,100,97,93,103,64,54,117,74,68,63,121,116,112
70707,0,0,90,119,96,95,82,65,60,53,124,70,63,97,89
68995,2,0,105,122,108,143,108,102,84,79,71,119,140,65,59
48216,1,0,110,121,84,77,71,104,76,67,113,115,118,150,128
77453,2,0,97,102,92,92,102,67,61,94,95,113,62,53,48
59384,0,2,108,95,91,86,82,79,74,70,65,60,55,51,47
39416,0,2,100,88,83,79,76,72,67,64,60,56,53,50,46
10897,1,0,94,72,63,57,105,126,110,98,116,94,64,57,88
42820,2,3,94,45,41,38,35,31,28,24,126,96,133,139,137
40644,0,0,105,99,137,75,68,62,101,82,77,125,96,102,143
68999,0,3,110,88,82,78,141,131,210,217,165,69,64,61,57
87412,3,0,99,99,130,73,64,55,90,94,109,125,139,74,68
27786,1,3,105,90,87,83,79,75,112,144,181,210,191,68,65
84176,2,2,107,95,90,86,80,75,72,67,64,60,57,52,47
39757,0,1,100,90,87,82,78,74,70,65,111,162,498,195,118
55641,0,3,110,50,120,124,177,180,161,67,63,58,54,49,46
2506,1,0,104,134,115,121,95,132,127,64,57,141,74,66,62
49094,1,0,102,121,100,119,68,62,118,128,115,70,61,55,135
99653,0,2,103,89,84,81,78,74,71,68,64,60,57,53,50
92764,1,3,97,70,65,61,119,108,137,139,136,53,49,45,42
79675,2,3,103,74,118,113,161,180,165,69,65,61,56,52,49
61192,0,3,105,76,73,69,64,59,56,130,130,164,169,154,65
45364,1,0,95,87,117,71,66,60,126,129,112,87,66,57,128
81843,0,0,105,101,76,67,111,80,72,65,116,145,98,144,103
6033,1,3,107,86,81,78,72,67,146,128,154,161,156,67,62
66840,3,0,90,108,124,103,94,110,114,65,61,54,125,70,66
54334,0,3,106,75,72,116,108,181,210,206,64,58,53,50,45
40284,3,0,97,112,90,95,71,63,55,98,95,125,69,64,89
76476,0,3,104,89,86,82,79,76,72,124,109,191,200,195,84
74772,2,0,100,72,67,58,107,91,117,139,93,97,78,73,102
33512,3,0,106,148,147,79,73,136,98,141,140,83,73,68,119
39881,3,2,100,88,85,80,76,71,68,64,59,56,53,50,46
99599,2,1,99,86,81,77,74,70,66,131,193,577,190,136,44
62311,1,3,107,98,123,158,189,155,88,84,79,75,70,66,62
73876,3,0,106,72,65,104,115,116,103,123,81,71,61,98,137
97437,2,0,104,142,103,68,62,57,145,78,69,112,104,97,101
29080,2,0,95,101,104,130,61,56,47,86,63,54,105,131,117
95460,1,3,110,88,84,138,117,175,219,183,47,43,39,35,30
75667,1,2,109,95,90,86,81,76,73,69,65,60,55,50,46
73660,2,3,109,70,66,62,56,53,49,134,115,164,166,161,98
30038,0,0,100,120,104,120,103,67,62,125,79,73,66,110,96
12569,0,2,105,95,92,87,83,79,75,71,66,63,58,55,50
25312,1,2,101,90,85,81,77,73,69,65,60,56,53,49,45
22666,2,1,93,82,78,97,143,517,143,109,72,70,79,82,43
41137,3,0,90,118,103,119,110,113,69,64,124,70,63,59,112
18089,0,3,103,134,124,188,190,152,66,61,56,52,48,44,40
75097,0,0,90,86,84,92,122,103,123,70,63,126,70,64,58
56653,2,3,110,93,88,83,80,76,72,131,103,175,193,178,79
16440,3,0,91,100,87,96,86,102,69,62,119,62,57,53,119
64400,2,3,107,109,104,165,186,162,78,73,68,63,60,55,50
35243,3,2,103,92,87,83,79,74,69,66,61,57,53,48,43
53907,2,0,106,101,84,78,71,113,69,61,129,102,102,115,133
32594,1,0,101,138,77,72,64,122,114,103,80,73,127,137,130
46513,1,3,108,63,58,55,51,151,102,168,171,167,76,72,67
60534,0,3,105,55,52,47,43,39,35,31,137,142,148,167,165
60609,1,3,100,86,82,79,74,115,132,163,165,160,57,53,49
9588,0,2,92,81,77,75,70,67,64,60,56,53,48,45,42
31978,0,0,104,97,144,111,105,80,72,67,132,99,67,59,102
20707,1,3,92,77,74,70,67,64,94,123,144,157,132,50,46
63251,2,1,90,77,73,69,108,141,478,153,96,44,48,45,67
98834,2,3,103,78,75,70,66,61,56,52,121,124,154,206,203
71766,3,0,95,129,113,73,67,93,76,67,62,109,133,109,93
326,2,1,110,96,91,137,200,660,180,152,91,65,63,82,80
53712,3,0,104,73,68,136,97,67,63,58,134,144,99,138,128
24318,3,0,105,141,84,74,68,134,108,124,67,60,137,112,125
35506,3,1,100,86,83,78,74,70,66,61,99,168,341,188,109
67028,1,3,96,63,59,55,51,47,42,39,120,101,140,144,141
36206,3,1,99,85,80,99,165,588,171,101,72,65,62,47,74
7781,0,1,90,78,74,71,67,111,151,451,127,101,46,61,70
31543,0,1,108,95,90,85,81,77,73,124,202,290,182,115,61
72122,1,3,101,52,47,43,115,107,144,152,147,72,68,65,61
37543,1,0,99,75,67,59,101,106,94,111,113,133,64,58,101
3509,1,3,108,73,68,63,58,141,122,194,203,190,81,77,73
96331,3,0,104,107,136,98,137,130,79,69,133,144,71,61,56
68874,1,2,93,83,79,76,73,69,66,62,58,54,50,46,41
80231,2,0,107,143,113,76,67,139,104,107,81,77,67,99,106
8338,3,2,96,85,81,78,74,70,67,63,59,55,51,46,42
55719,0,3,110,94,88,84,80,76,72,67,121,102,162,208,168
11110,3,1,94,84,79,76,73,70,130,182,226,163,88,49,80
59747,3,0,110,135,104,106,102,130,142,88,80,109,73,63,54
7120,0,1,102,87,84,79,110,198,209,162,129,87,87,63,86
4991,3,3,104,72,68,63,145,108,160,182,157,92,89,84,80
63100,3,1,101,89,85,81,77,72,68,65,100,177,477,174,134
18440,0,2,99,88,83,80,76,73,69,65,61,57,53,50,46
86722,0,2,103,91,87,83,80,76,72,68,63,59,56,51,47
98764,0,0,102,130,122,120,115,114,103,74,66,57,133,63,55
89659,2,0,106,143,75,68,134,133,98,78,69,61,130,121,133
70300,2,1,99,88,83,80,77,73,93,195,393,144,106,77,49
37220,1,3,96,80,76,73,106,124,136,138,137,77,73,68,65
19137,3,1,106,94,90,86,82,78,75,71,96,187,375,168,102
63205,1,2,98,85,81,77,74,69,66,61,58,55,50,45,42
22082,1,2,106,96,92,88,83,78,75,71,66,62,59,55,52
58316,0,0,110,154,87,81,70,116,118,129,149,85,77,109,105
91248,2,1,91,82,104,129,355,142,105,40,59,45,57,43,70
65296,0,3,104,62,57,53,49,44,132,141,172,190,169,69,65
18296,1,3,103,92,87,83,79,105,127,154,187,162,91,87,83
2607,2,3,98,46,43,114,118,138,146,141,59,56,53,48,44
61857,3,2,97,87,84,81,76,72,67,64,60,57,53,48,44
7569,2,0,104,130,145,63,56,51,144,120,94,136,110,79,71
55330,2,1,91,78,74,123,156,189,158,105,38,59,64,81,65
76994,0,1,110,99,94,142,179,373,195,100,75,53,91,77,68
6256,3,2,100,89,86,83,78,74,71,67,63,60,55,50,45
92722,2,1,102,89,84,81,77,72,132,164,425,156,101,86,70
9369,0,1,95,82,78,130,187,192,184,104,55,76,63,85,75
92845,2,0,97,106,111,134,108,71,65,59,94,70,63,92,109
95356,3,0,90,87,91,103,103,63,57,49,97,65,58,95,108
68732,2,0,92,69,60,52,107,117,84,98,92,58,53,127,98
71789,3,1,94,82,90,159,501,142,94,51,60,38,39,77,69
88042,0,2,105,90,85,80,77,72,69,65,61,58,53,49,44
36763,2,1,109,94,89,85,80,77,144,192,340,204,108,55,64
28170,1,0,100,122,124,139,63,57,113,111,107,106,67,61,53
75900,1,3,104,85,81,78,74,70,120,109,157,197,175,89,85
93035,0,1,104,93,88,83,79,74,131,153,447,204,141,73,90
55383,3,3,101,87,83,79,124,98,147,155,147,88,84,79,76
77889,3,1,92,83,79,75,95,181,510,130,115,47,73,60,47
19478,0,0,102,107,135,103,140,118,62,55,49,98,100,65,56
93856,0,2,102,90,86,82,79,75,71,66,62,58,54,51,47
65595,1,3,110,67,63,58,54,150,147,154,155,154,96,91,86
73676,0,1,101,87,128,176,537,183,114,54,53,49,59,82,46
58120,3,1,102,89,85,80,77,72,67,63,98,196,582,148,131
49243,1,0,100,109,127,93,98,94,67,59,100,65,57,50,111
59690,2,1,96,84,79,75,135,160,232,154,120,71,55,55,48
50786,3,0,106,119,100,138,147,82,76,70,111,75,67,143,127
50572,3,3,105,73,70,65,61,123,114,198,200,167,86,81,77
35477,3,3,102,61,57,109,121,171,191,172,86,81,78,74,70
71363,3,3,98,65,100,112,137,138,137,61,58,53,50,46,42
99875,3,1,91,81,77,74,71,67,90,157,256,148,96,55,58
31088,3,0,94,93,117,107,103,89,61,54,47,102,73,67,89
55166,2,1,93,82,78,74,70,66,108,150,412,156,119,62,43
809,2,1,107,92,87,83,78,74,69,126,210,435,205,149,54
82755,3,3,97,106,105,151,181,158,84,80,76,72,67,63,58
33410,2,1,102,92,87,83,80,76,72,69,113,174,392,202,123
18226,3,0,94,128,86,128,65,57,105,114,91,92,60,53,45
88122,2,1,109,95,91,86,81,150,191,311,199,124,76,49,61
52974,1,3,107,86,133,150,155,161,150,64,59,54,49,45,41
15722,1,0,108,115,131,130,127,81,76,66,147,119,86,81,149
63403,2,1,94,81,77,73,69,120,141,539,168,102,49,39,78
94190,2,3,106,65,60,55,51,47,43,40,125,104,197,210,154
50576,2,3,104,89,84,81,76,72,100,125,160,207,159,65,61
5974,0,1,94,82,78,74,70,66,61,110,186,537,141,126,55
72195,3,2,109,96,91,86,82,78,73,68,65,60,56,51,47
96836,2,2,90,77,73,69,66,62,59,56,52,50,46,42,40
96462,1,0,91,98,91,96,95,104,71,66,125,69,65,58,126
26067,1,0,101,131,123,107,101,73,68,63,132,76,70,92,103
10159,2,1,106,93,88,83,78,115,157,633,211,128,77,58,85
26660,1,0,108,134,126,107,123,149,77,71,63,130,138,73,63
9760,1,0,104,99,102,134,115,73,67,140,100,120,79,72,65
44755,3,0,104,101,112,109,96,124,68,61,109,112,82,74,65
54174,2,3,109,61,127,139,153,158,156,84,79,74,70,66,63
13001,2,3,90,80,78,74,70,66,124,106,149,154,148,67,63
96114,0,1,95,85,104,143,270,183,114,58,46,55,62,72,74
33836,2,0,101,115,122,96,134,120,77,72,136,141,80,71,62
38758,3,0,109,129,143,114,67,58,52,114,126,87,81,110,116
44199,0,3,109,53,48,45,39,35,30,148,133,160,188,178,90
51376,2,1,96,84,81,77,74,103,146,406,180,124,67,45,85
28570,2,3,105,147,103,179,186,170,61,56,52,49,43,40,35
69579,0,0,103,122,129,130,75,68,140,72,65,56,123,115,99
27289,3,1,100,89,85,82,78,137,182,597,181,97,46,80,64
15674,0,1,92,81,77,100,183,317,139,97,41,40,60,49,73
78462,1,3,94,93,113,168,186,132,38,35,31,28,24,20,17
98832,2,3,110,81,78,146,146,156,187,165,60,57,53,49,46
88441,3,0,101,125,92,138,126,139,126,71,64,59,99,73,64
45587,2,1,91,79,75,112,148,239,172,121,56,66,52,55,60
18801,3,1,104,92,88,85,82,78,74,112,194,615,194,100,59
70527,1,1,93,82,79,92,177,235,165,112,81,53,61,83,79
86671,2,0,94,99,92,58,54,49,119,70,61,124,122,85,86
95099,3,0,95,89,66,58,89,76,68,62,128,88,123,130,131
9831,1,2,101,91,87,83,80,77,72,67,63,58,55,51,48
94957,0,1,90,80,116,177,278,136,90,43,76,49,72,65,67
48210,1,2,103,90,87,84,79,75,72,67,62,58,53,50,45
31286,3,1,94,81,78,74,69,123,152,317,171,88,67,62,56
53823,2,1,91,80,76,98,140,272,141,98,45,80,70,63,70
87614,3,1,96,85,122,150,196,180,110,46,83,60,65,55,74
80232,1,2,101,90,85,82,77,74,69,65,61,58,54,50,46
87880,2,3,96,54,130,114,134,184,142,52,48,44,40,36,33
88579,3,1,100,88,84,81,109,175,260,147,130,56,53,63,69
23296,2,1,101,88,83,79,110,179,330,184,101,52,49,67,60
1385,3,3,106,56,146,102,151,153,148,68,62,58,55,50,47
51484,3,1,91,82,78,126,162,399,157,83,68,64,63,65,79
88621,1,0,105,114,115,64,60,51,123,67,59,108,145,109,103
43557,1,0,90,82,87,124,116,115,107,69,62,54,116,64,58
80868,2,0,90,95,107,84,62,54,47,89,88,119,120,70,65
19731,0,3,97,62,59,133,103,146,184,172,41,38,34,31,26
54919,1,0,94,88,128,67,60,52,86,97,64,58,108,107,118
62021,0,1,92,81,78,91,172,313,137,116,60,63,59,66,51
86993,0,1,105,94,89,84,79,76,72,101,177,434,168,123,67
14308,0,0,94,131,128,114,108,92,72,67,108,70,61,53,121
42869,2,0,94,96,96,102,66,60,116,110,122,115,66,59,51
1823,0,3,105,84,80,123,118,149,152,150,47,44,40,36,31
2024,0,1,100,86,121,145,336,159,113,88,60,52,83,71,72
45674,1,0,106,97,98,131,118,131,83,78,122,64,54,46,148
20361,3,0,92,125,101,68,60,55,122,89,58,54,105,120,109
44044,3,1,93,84,80,76,73,69,65,61,109,144,481,139,106
58885,0,3,104,49,44,39,36,32,27,23,126,135,191,199,163
25620,0,3,104,93,88,84,79,75,140,104,147,157,156,85,82
6171,0,3,106,124,107,165,169,150,75,71,67,63,59,55,51
52511,3,0,106,143,145,66,58,51,124,83,76,132,138,107,132
79695,2,3,105,127,121,148,173,163,86,81,76,72,68,63,59
16052,2,1,94,84,81,103,177,506,161,85,83,45,53,48,60
97119,3,0,100,119,78,73,137,94,94,108,63,56,49,129,132
51767,2,0,106,131,136,133,79,71,135,131,76,67,59,140,120
79773,1,0,110,148,152,135,145,74,65,133,123,127,83,73,67
17863,2,1,97,88,85,80,76,73,131,187,441,164,116,48,45
13009,2,0,108,125,151,121,129,133,86,80,147,76,72,64,109
89607,0,2,92,82,78,74,70,67,62,59,56,52,49,45,42
24807,3,2,102,91,86,83,78,75,71,67,63,58,54,50,47
68124,1,0,93,117,120,108,89,95,92,59,53,47,101,60,51
81361,0,1,90,81,77,73,69,100,178,225,154,104,65,52,37
92422,0,3,98,65,130,127,140,155,142,66,61,57,53,50,46
36414,0,3,105,140,110,153,200,189,54,49,46,41,37,33,30
27095,2,3,101,80,76,71,68,65,93,139,157,174,172,66,63
80714,1,0,101,117,132,135,141,106,94,72,63,126,72,64,56
43593,0,3,106,126,97,162,212,153,61,57,53,48,44,39,34
30110,2,1,109,96,117,195,623,190,113,84,52,84,74,86,79
39986,2,1,107,92,88,84,81,76,72,122,156,587,187,104,69
13735,0,2,90,80,77,74,70,66,62,58,54,51,47,43,39
37824,0,2,94,81,78,74,70,67,64,61,58,53,50,47,43
84241,2,0,97,73,67,59,127,135,112,119,129,126,90,59,50
48592,3,1,97,87,84,80,77,74,70,65,95,184,497,151,132
91262,0,3,93,72,69,65,61,58,55,106,119,137,151,138,59
35090,0,3,104,55,51,46,41,38,33,30,105,138,177,183,164
57452,3,0,95,122,71,65,97,128,98,127,62,56,52,107,121
88668,3,1,91,81,76,73,69,113,139,335,155,119,81,82,78
63469,2,1,94,82,78,74,69,66,98,159,461,161,111,46,57
45564,3,2,103,90,85,80,76,72,68,65,60,57,52,47,43
15445,1,0,110,107,106,68,58,48,109,105,109,87,80,144,130
70699,0,1,101,90,85,121,190,463,188,96,89,54,81,52,80
79038,3,1,109,97,93,89,85,80,77,142,194,263,183,117,57
57654,0,1,92,83,79,76,73,70,66,63,102,166,504,179,125
98855,2,1,99,85,80,77,72,68,64,60,93,157,291,193,110
56496,3,2,96,85,82,79,76,73,69,64,59,56,53,49,44
723,2,3,97,85,82,77,72,68,64,93,99,155,190,137,58
7500,0,1,101,87,82,77,74,71,117,151,231,183,115,60,79
87867,1,0,102,105,67,57,50,117,134,108,110,64,58,93,138
94382,0,1,106,92,88,84,148,151,533,164,130,80,59,53,57
89512,0,3,90,110,100,128,132,127,66,63,59,56,53,49,46
70042,2,1,104,93,89,84,80,77,73,68,107,148,510,183,137
8705,2,1,94,83,80,77,102,144,502,182,109,81,54,80,69
94647,3,3,110,46,42,37,128,144,157,163,160,96,90,85,80
30277,1,0,98,89,121,119,106,136,62,59,50,105,95,66,60
1178,0,1,108,96,93,88,84,79,76,123,216,505,177,108,54
66990,3,1,91,81,77,73,70,90,161,427,170,86,75,53,70
16671,0,3,96,74,70,66,63,59,135,128,168,183,172,73,68
3120,1,0,96,115,98,120,114,122,74,70,90,127,62,55,50
57842,1,2,97,87,83,79,76,71,68,64,60,57,53,50,46
91315,0,1,102,88,109,172,443,194,138,82,62,65,60,60,80
13505,1,0,92,104,99,100,121,89,57,50,94,66,59,51,102
97430,1,0,102,75,69,124,71,62,55,121,136,139,98,139,96
46379,3,3,110,61,56,51,120,126,183,203,157,54,49,44,40
34469,1,3,101,74,70,138,141,143,160,142,75,70,66,62,58
78466,1,2,106,91,86,81,77,73,70,65,60,56,52,48,44
99385,1,3,104,78,110,142,153,173,160,65,61,56,53,49,45
79124,1,0,92,101,70,65,59,125,109,126,87,57,48,84,116
2298,3,3,101,64,60,55,51,47,42,38,103,139,151,166,144
18301,1,3,94,63,59,55,52,49,44,109,101,143,165,145,82
4953,2,3,101,116,114,142,144,141,45,40,35,31,27,23,19
67089,3,0,110,100,150,100,121,101,114,75,66,55,125,82,71
54328,0,3,91,47,44,41,37,34,30,102,86,127,135,128,39
46764,2,3,102,72,68,64,59,56,135,130,148,151,147,47,43
15372,0,2,99,90,86,82,78,74,70,65,62,58,54,51,46
88017,3,3,94,69,65,61,58,86,118,162,173,141,79,75,72
85159,1,0,98,103,126,90,130,98,66,56,110,75,66,62,131
47815,3,3,97,71,67,63,96,104,182,189,144,67,63,59,55
16007,3,3,98,51,106,113,140,143,141,40,35,32,29,26,21
34984,3,0,98,118,129,114,74,65,58,103,110,120,65,57,111
45161,3,0,93,116,130,119,115,86,94,71,65,58,112,66,58
86639,2,0,93,119,94,123,60,55,101,116,96,128,69,62,54
2584,0,3,106,79,74,71,66,62,59,133,113,154,199,154,94
7263,2,2,99,87,83,78,74,71,67,64,59,55,50,47,43
26890,1,0,109,127,146,85,77,71,116,101,116,121,135,67,62
73356,2,1,104,92,87,84,80,121,188,425,155,121,82,49,91
54125,3,0,110,118,143,109,106,144,112,80,76,153,67,62,54
5454,0,1,90,80,77,72,69,119,162,201,149,120,81,72,67
63075,2,1,109,97,93,89,85,137,190,272,172,119,48,74,97
3963,3,0,106,79,69,60,110,138,133,123,139,79,72,148,139
97478,0,0,101,95,134,81,76,132,140,126,75,67,62,120,103
76085,1,3,103,78,74,111,129,145,188,185,85,81,76,73,69
91211,0,1,93,82,97,159,412,141,113,51,51,73,41,71,81
1396,3,1,108,95,92,142,213,433,210,123,48,72,64,79,52
68675,2,3,100,68,65,60,56,52,110,115,149,152,140,61,57
15762,0,0,95,100,102,94,130,95,58,51,46,91,74,68,87
28668,0,2,110,96,92,86,83,80,76,71,67,63,58,53,49
89686,3,0,103,109,112,71,67,129,118,106,125,63,54,44,95
46982,0,3,110,68,62,113,135,165,199,198,69,64,59,54,50
10271,1,0,95,101,73,66,118,132,60,51,43,97,122,92,110
22114,0,1,107,93,89,85,80,75,145,210,634,171,105,48,49
65312,1,3,109,80,76,71,67,64,59,54,147,118,163,180,176
24225,1,3,110,93,87,106,129,161,163,155,63,58,53,48,42
73052,1,0,93,109,129,57,49,40,87,126,127,61,56,104,103
59602,2,1,108,95,90,87,82,77,73,68,99,197,587,201,131
5916,3,3,98,69,65,61,96,138,141,175,173,88,84,79,75
90486,0,3,110,82,123,116,180,199,180,78,73,69,66,61,56
11797,3,2,95,84,80,76,72,69,66,62,59,56,51,48,45
60332,2,0,97,101,131,104,101,97,100,59,53,48,102,71,62
19474,0,1,100,86,82,79,74,70,66,121,198,422,160,104,85
36249,3,0,105,121,131,121,132,143,110,81,74,143,83,78,72
54345,2,1,90,81,78,75,99,130,199,130,100,59,61,54,64
6693,2,1,101,91,87,141,168,457,151,134,75,80,69,82,54
89883,1,0,108,104,118,137,127,131,129,81,76,116,81,73,66
8560,0,1,101,91,86,82,78,74,96,164,214,181,121,65,84
36947,1,0,95,116,66,61,52,108,127,70,63,95,126,95,114
59398,2,1,102,88,84,80,143,191,247,163,110,65,68,58,77
77406,3,0,91,91,90,98,115,72,68,101,68,64,59,95,96
25822,2,1,94,83,113,174,438,149,126,78,73,80,60,84,66
19458,0,0,103,139,77,68,133,112,128,106,82,76,69,119,109
91433,0,2,110,99,94,89,85,81,75,70,65,62,57,54,50
7337,1,1,106,93,88,84,79,98,176,319,205,145,94,56,46
24907,2,0,104,124,111,134,134,95,109,68,58,146,65,60,55
93209,0,2,97,87,83,78,74,70,66,62,57,53,49,44,41
62018,1,3,108,93,88,84,80,76,71,66,110,101,151,156,151
50382,3,0,98,138,100,130,73,66,61,96,94,109,67,60,134
63323,1,2,101,87,82,77,73,69,64,60,56,52,47,43,39
38206,1,2,106,93,89,85,81,77,72,67,63,59,55,51,47
68650,1,3,102,85,81,78,74,70,66,119,97,158,194,148,59
43896,0,3,105,89,84,80,76,129,137,193,200,150,86,81,76
68014,2,0,105,106,111,64,58,52,130,74,68,140,107,111,110
8224,0,1,96,85,82,77,73,69,66,119,158,223,140,123,68
69898,1,0,99,122,112,123,129,123,65,60,99,79,69,65,101
42274,1,3,104,56,51,47,42,97,99,164,190,177,43,40,36
47757,3,0,100,99,133,104,106,103,114,65,58,54,96,74,66
70548,3,0,98,121,62,54,49,126,115,96,70,63,108,133,114
94358,0,0,109,106,79,74,63,144,109,101,153,104,104,76,71
75439,1,2,106,93,89,84,79,76,71,67,63,59,53,50,45
71293,2,1,107,92,124,206,469,182,125,92,58,71,58,52,78
90168,3,2,106,91,86,82,79,74,70,67,62,57,53,49,45
46844,0,0,104,126,130,134,133,114,78,72,66,140,68,63,126
22742,2,0,110,119,125,144,102,69,61,53,113,110,151,76,69
89553,2,2,101,91,87,83,79,75,71,68,63,59,55,51,46
70574,3,0,94,111,128,127,131,89,70,63,125,129,75,68,59
58709,1,3,91,74,107,93,135,140,134,77,73,70,67,63,59
57243,1,0,108,121,144,104,127,104,66,57,53,149,85,79,145
2442,0,1,108,94,89,85,81,120,165,495,157,145,89,72,95
32446,2,0,92,93,109,98,101,85,124,73,64,86,65,61,56
40309,3,2,102,89,84,80,75,72,68,63,59,55,50,47,43
19591,0,1,91,79,74,70,66,63,115,128,233,158,88,43,76
86335,0,1,107,93,89,84,80,77,72,69,113,178,318,151,115
71280,0,3,101,49,45,130,131,194,196,163,42,37,33,29,24
40657,1,0,106,144,135,131,69,59,54,117,122,146,72,66,127
82497,1,0,107,110,131,150,80,71,108,140,125,116,80,72,64
88261,1,2,103,91,87,82,78,75,71,67,64,61,57,53,50
19581,3,0,105,147,144,76,70,62,141,135,137,73,69,119,97
89532,3,3,109,95,92,87,138,114,190,206,168,57,52,48,43
69501,2,0,97,97,111,99,136,72,64,57,125,71,63,108,133
41156,2,1,101,90,85,81,77,72,68,124,166,380,157,113,80
91468,2,0,101,119,119,109,135,99,109,64,60,55,109,80,70
3694,0,3,98,59,56,52,49,99,90,148,165,137,51,46,43
61488,3,0,105,145,127,98,64,56,50,113,64,58,121,145,117
73856,1,1,98,85,81,76,72,134,181,270,140,125,85,66,81
35600,1,0,104,101,106,113,144,117,64,57,125,83,75,66,102
99453,1,3,96,40,35,31,27,22,19,99,92,135,146,139,57
78864,3,3,92,48,43,40,37,120,95,159,172,130,42,39,36
94124,1,0,92,101,107,122,107,59,51,44,119,96,110,61,55
57017,2,0,109,116,150,111,103,79,71,132,100,101,85,78,69
15988,1,0,99,97,110,102,91,65,57,47,124,63,56,100,105
56303,1,3,107,63,59,54,50,47,42,37,122,100,159,191,190
16002,1,3,109,94,90,86,83,78,75,124,123,155,168,162,81
62432,3,0,97,126,102,121,94,112,59,51,46,119,128,72,63
96938,1,0,98,136,113,135,138,118,72,68,58,135,99,65,60
22161,1,3,101,72,67,63,59,56,53,48,104,128,151,197,148
5913,0,3,95,71,68,65,62,97,114,145,154,150,51,47,42
87565,2,3,101,84,117,121,149,170,150,59,54,49,45,41,36
59705,0,2,101,90,86,83,78,75,71,66,61,57,53,49,46
14863,0,1,101,91,87,84,80,76,109,198,267,154,129,82,76
62009,0,3,106,56,52,47,43,39,34,119,98,154,201,193,64
75904,2,0,98,100,98,132,64,57,48,116,108,115,128,66,57
8299,3,3,90,40,121,102,162,179,145,63,60,57,54,50,46
52113,3,0,97,121,95,65,58,95,94,134,63,54,47,97,133
96819,0,0,94,86,111,91,111,72,65,94,114,104,63,58,54
89344,0,0,105,79,70,62,108,128,147,144,65,60,121,132,142
11964,0,2,106,95,91,88,84,80,77,73,70,66,63,58,53
37179,1,0,95,107,58,50,120,100,102,116,69,63,56,111,132
47877,2,1,101,89,84,81,102,163,483,197,118,43,78,74,51
94008,0,1,90,77,74,102,169,336,179,106,44,54,39,43,59
60359,1,0,95,97,102,111,127,69,65,58,94,120,75,69,115
37064,3,0,91,88,127,99,116,87,68,60,55,128,69,62,105
85794,1,0,92,84,117,102,111,72,68,112,62,54,49,115,115
44146,3,0,92,123,118,95,114,73,68,100,109,100,63,55,50
44834,2,0,91,125,122,96,125,115,72,66,61,109,63,59,118
89430,3,3,96,72,133,116,170,177,175,55,50,45,42,39,36
80786,0,3,102,86,82,78,73,69,65,129,112,146,148,143,56
90818,3,3,94,122,125,139,157,138,43,39,35,30,27,24,20
72269,3,3,95,78,73,116,131,174,188,166,53,49,44,40,35
39996,3,1,109,96,91,87,82,78,74,70,125,173,568,214,120
21965,0,3,96,83,79,76,71,67,63,102,96,147,171,159,57
62865,3,2,109,95,90,86,80,76,73,70,66,61,57,53,49
88390,0,0,99,110,119,113,96,132,73,64,54,102,118,67,59
12736,1,2,92,81,76,72,68,65,61,57,53,49,46,42,38
92538,3,1,90,79,76,72,69,66,62,57,112,147,259,138,93
35426,0,0,103,133,131,120,93,142,128,77,72,64,139,67,59
19626,3,0,103,125,102,106,108,123,110,79,73,122,70,64,55
99902,0,0,105,71,66,61,142,78,73,104,112,102,139,97,124
49578,2,1,93,81,77,74,71,113,170,385,162,98,61,82,71
29709,3,0,100,119,98,122,121,121,114,67,59,54,104,72,66
90256,3,2,95,82,78,73,70,66,63,60,55,51,47,43,38
14672,3,0,110,144,109,114,129,105,123,82,71,107,67,59,52
90903,2,3,110,63,58,139,138,197,206,190,57,52,48,43,39
9379,0,3,91,79,117,99,161,166,157,73,70,66,62,59,54
51349,2,0,95,115,93,128,88,132,73,68,124,128,67,59,52
